model_code,my,model_desc,section,type,program_id,program_name,fico_min,mileage_per_year,term_min,term_max,apr,bonus_cash,rv,mf,lease_cash,end_date
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,720,,24,24,2.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,720,,25,36,2.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,720,,37,48,2.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,720,,49,60,3.49,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,720,,61,72,4.49,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,720,,73,84,6.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,700,,24,24,3.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,700,,25,36,3.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,700,,37,48,3.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,700,,49,60,4.49,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,700,,61,72,5.49,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,700,,73,84,7.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,680,,24,24,4.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,680,,25,36,4.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,680,,37,48,4.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,680,,49,60,5.49,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,680,,61,72,6.49,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,680,,73,84,8.49,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,660,,24,24,6.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,660,,25,36,6.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,660,,37,48,6.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,660,,49,60,7.49,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,660,,61,72,8.49,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,640,,24,24,7.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,640,,25,36,7.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,640,,37,48,7.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,640,,49,60,8.49,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,640,,61,72,9.49,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,620,,24,24,8.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,620,,25,36,8.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,620,,37,48,8.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,620,,49,60,9.49,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,620,,61,72,10.49,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,580,,24,24,10.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,580,,25,36,10.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,580,,37,48,10.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,580,,49,60,10.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,APR Program,Low APR,C2512RLA04,202512 H700 MS,580,,61,72,11.99,500,,,,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,15000,24,24,,,69,0.00179,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,15000,36,36,,,58,0.00214,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,15000,39,39,,,59,0.00219,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,15000,48,48,,,51,0.00263,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,15000,24,24,,,69,0.00179,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,15000,36,36,,,58,0.00214,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,15000,39,39,,,59,0.00219,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,15000,48,48,,,51,0.00263,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,15000,24,24,,,69,0.00193,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,15000,36,36,,,58,0.00232,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,15000,39,39,,,59,0.00237,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,15000,48,48,,,51,0.00283,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,15000,24,24,,,69,0.00207,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,15000,36,36,,,58,0.00246,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,15000,39,39,,,59,0.00251,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,15000,48,48,,,51,0.003,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,15000,24,24,,,69,0.00219,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,15000,36,36,,,58,0.00266,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,15000,39,39,,,59,0.00271,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,15000,48,48,,,51,0.00325,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,15000,24,24,,,69,0.00236,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,15000,36,36,,,58,0.00279,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,15000,39,39,,,59,0.00284,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,15000,48,48,,,51,0.00338,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,15000,24,24,,,69,0.00263,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,15000,36,36,,,58,0.00288,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,15000,39,39,,,59,0.00284,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,15000,48,48,,,51,0.0035,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,15000,24,24,,,69,0.00362,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,15000,36,36,,,58,0.00354,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,15000,39,39,,,59,0.00354,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,15000,48,48,,,51,0.00413,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,12000,24,24,,,71,0.00179,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,12000,36,36,,,60,0.00214,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,12000,39,39,,,61,0.00219,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,12000,48,48,,,53,0.00263,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,12000,24,24,,,71,0.00179,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,12000,36,36,,,60,0.00214,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,12000,39,39,,,61,0.00219,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,12000,48,48,,,53,0.00263,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,12000,24,24,,,71,0.00193,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,12000,36,36,,,60,0.00232,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,12000,39,39,,,61,0.00237,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,12000,48,48,,,53,0.00283,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,12000,24,24,,,71,0.00207,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,12000,36,36,,,60,0.00246,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,12000,39,39,,,61,0.00251,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,12000,48,48,,,53,0.003,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,12000,24,24,,,71,0.00219,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,12000,36,36,,,60,0.00266,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,12000,39,39,,,61,0.00271,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,12000,48,48,,,53,0.00325,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,12000,24,24,,,71,0.00236,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,12000,36,36,,,60,0.00279,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,12000,39,39,,,61,0.00284,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,12000,48,48,,,53,0.00338,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,12000,24,24,,,71,0.00263,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,12000,36,36,,,60,0.00288,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,12000,39,39,,,61,0.00284,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,12000,48,48,,,53,0.0035,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,12000,24,24,,,71,0.00362,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,12000,36,36,,,60,0.00354,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,12000,39,39,,,61,0.00354,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,12000,48,48,,,53,0.00413,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,10000,24,24,,,72,0.00179,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,10000,36,36,,,61,0.00214,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,10000,39,39,,,62,0.00219,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,10000,48,48,,,54,0.00263,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,10000,24,24,,,72,0.00179,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,10000,36,36,,,61,0.00214,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,10000,39,39,,,62,0.00219,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,10000,48,48,,,54,0.00263,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,10000,24,24,,,72,0.00193,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,10000,36,36,,,61,0.00232,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,10000,39,39,,,62,0.00237,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,10000,48,48,,,54,0.00283,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,10000,24,24,,,72,0.00207,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,10000,36,36,,,61,0.00246,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,10000,39,39,,,62,0.00251,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,10000,48,48,,,54,0.003,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,10000,24,24,,,72,0.00219,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,10000,36,36,,,61,0.00266,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,10000,39,39,,,62,0.00271,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,10000,48,48,,,54,0.00325,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,10000,24,24,,,72,0.00236,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,10000,36,36,,,61,0.00279,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,10000,39,39,,,62,0.00284,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,10000,48,48,,,54,0.00338,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,10000,24,24,,,72,0.00263,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,10000,36,36,,,61,0.00288,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,10000,39,39,,,62,0.00284,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,10000,48,48,,,54,0.0035,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,10000,24,24,,,72,0.00362,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,10000,36,36,,,61,0.00354,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,10000,39,39,,,62,0.00354,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,10000,48,48,,,54,0.00413,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,7500,24,24,,,73,0.00179,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,7500,36,36,,,62,0.00214,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,7500,39,39,,,63,0.00219,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,740,7500,48,48,,,55,0.00263,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,7500,24,24,,,73,0.00179,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,7500,36,36,,,62,0.00214,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,7500,39,39,,,63,0.00219,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,720,7500,48,48,,,55,0.00263,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,7500,24,24,,,73,0.00193,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,7500,36,36,,,62,0.00232,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,7500,39,39,,,63,0.00237,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,700,7500,48,48,,,55,0.00283,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,7500,24,24,,,73,0.00207,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,7500,36,36,,,62,0.00246,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,7500,39,39,,,63,0.00251,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,680,7500,48,48,,,55,0.003,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,7500,24,24,,,73,0.00219,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,7500,36,36,,,62,0.00266,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,7500,39,39,,,63,0.00271,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,660,7500,48,48,,,55,0.00325,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,7500,24,24,,,73,0.00236,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,7500,36,36,,,62,0.00279,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,7500,39,39,,,63,0.00284,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,640,7500,48,48,,,55,0.00338,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,7500,24,24,,,73,0.00263,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,7500,36,36,,,62,0.00288,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,7500,39,39,,,63,0.00284,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,620,7500,48,48,,,55,0.0035,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,7500,24,24,,,73,0.00362,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,7500,36,36,,,62,0.00354,500,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,7500,39,39,,,63,0.00354,0,12/31/2025
49452FT5,2025,ELANTRA N LINE,Lease Program,Special Lease,C2512LLE43,202512 H202 MS,580,7500,48,48,,,55,0.00413,0,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,740,,24,24,5.49,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,740,,25,36,5.49,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,740,,37,48,5.49,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,740,,49,60,5.49,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,740,,61,72,5.99,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,720,,24,24,5.99,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,720,,25,36,5.99,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,720,,37,48,5.99,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,720,,49,60,5.99,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,720,,61,72,6.99,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,700,,24,24,6.49,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,700,,25,36,6.49,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,700,,37,48,6.49,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,700,,49,60,6.49,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,700,,61,72,7.99,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,680,,24,24,6.99,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,680,,25,36,6.99,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,680,,37,48,6.99,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,680,,49,60,6.99,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,680,,61,72,8.49,1250,,,,12/31/2025
494E2F4S,2025,ELANTRA SE,APR Program,Dealer Choice,C2512RDH07,202512 H704 MS,660,,24,24,9.49,1250,,,,12/31/2025
