dealer,model_code,model_desc,purchase_date,sales_type,todays_date,section,type,program_id,program_name,end_date,rdr_deadline,claim_cutoff_date,amount_min,amount_max,package,fico_min,fico_max,mileage_per_year,term_min,term_max,apr,bonus_cash,rv,mf,lease_cash
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,700,719,10000,36,36,,,65,0.00283,1250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,700,719,10000,39,39,,,66,0.00224,250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,700,719,10000,48,48,,,54,0.00279,0
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,680,699,10000,36,36,,,65,0.00297,1250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,680,699,10000,39,39,,,66,0.00238,250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,680,699,10000,48,48,,,54,0.00299,0
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,660,679,10000,36,36,,,65,0.00315,1250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,660,679,10000,39,39,,,66,0.00256,250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,660,679,10000,48,48,,,54,0.00327,0
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,640,659,10000,36,36,,,65,0.00333,1250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,640,659,10000,39,39,,,66,0.00274,250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,640,659,10000,48,48,,,54,0.00345,0
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,620,639,10000,36,36,,,65,0.00347,1250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,620,639,10000,39,39,,,66,0.00288,250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,620,639,10000,48,48,,,54,0.00355,0
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,740,999,7500,36,36,,,66,0.00229,1250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,740,999,7500,39,39,,,67,0.00206,250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,740,999,7500,48,48,,,55,0.00258,0
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,720,739,7500,36,36,,,66,0.00229,1250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,720,739,7500,39,39,,,67,0.00206,250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,720,739,7500,48,48,,,55,0.00258,0
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,700,719,7500,36,36,,,66,0.00283,1250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,700,719,7500,39,39,,,67,0.00224,250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,700,719,7500,48,48,,,55,0.00279,0
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,680,699,7500,36,36,,,66,0.00297,1250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,680,699,7500,39,39,,,67,0.00238,250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,680,699,7500,48,48,,,55,0.00299,0
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,660,679,7500,36,36,,,66,0.00315,1250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,660,679,7500,39,39,,,67,0.00256,250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,660,679,7500,48,48,,,55,0.00327,0
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,640,659,7500,36,36,,,66,0.00333,1250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,640,659,7500,39,39,,,67,0.00274,250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,640,659,7500,48,48,,,55,0.00345,0
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,620,639,7500,36,36,,,66,0.00347,1250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,620,639,7500,39,39,,,67,0.00288,250
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854H2ABS,2026 TUCSON HYBRID SEL AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,620,639,7500,48,48,,,55,0.00355,0
dealer,model_code,model_desc,purchase_date,sales_type,todays_date,section,type,program_id,program_name,end_date,rdr_deadline,claim_cutoff_date,amount_min,amount_max,package,fico_min,fico_max,mileage_per_year,term_min,term_max,apr,bonus_cash,rv,mf,lease_cash
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,Consumer Program,First Responders,2602FI002,First Responders,3/2/2026,########,########,500,500,,,,,,,,,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,Consumer Program,Hyundai Rewards,2601HR002,Hyundai Rewards Program 2026,########,########,########,0,300,,,,,,,,,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,Consumer Program,Military,2602ML002,Military Program,3/2/2026,########,########,500,500,,,,,,,,,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,Consumer Program,Personal Offers,2501PO001,Personalized Customer Offer - (See Rules),########,########,########,500,500,,,,,,,,,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,Consumer Program,College Grad,C2602CCG02,College Grad,3/2/2026,########,,400,400,,,,,,,,,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Special Balloon,C2602RBL04,202602 H302 MS,3/2/2026,,,,,*,740,999,,36,36,5.89,500,64,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Special Balloon,C2602RBL04,202602 H302 MS,3/2/2026,,,,,*,720,739,,36,36,5.89,500,64,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Special Balloon,C2602RBL04,202602 H302 MS,3/2/2026,,,,,*,700,719,,36,36,5.89,500,64,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Special Balloon,C2602RBL04,202602 H302 MS,3/2/2026,,,,,*,680,699,,36,36,6.22,500,64,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Special Balloon,C2602RBL04,202602 H302 MS,3/2/2026,,,,,*,660,679,,36,36,6.66,500,64,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Special Balloon,C2602RBL04,202602 H302 MS,3/2/2026,,,,,*,640,659,,36,36,7.07,500,64,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Special Balloon,C2602RBL04,202602 H302 MS,3/2/2026,,,,,*,620,639,,36,36,7.42,500,64,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,740,999,,24,24,5.39,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,740,999,,25,36,5.39,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,740,999,,37,48,5.39,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,740,999,,49,60,5.39,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,740,999,,61,72,5.99,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,720,739,,24,24,5.99,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,720,739,,25,36,5.99,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,720,739,,37,48,5.99,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,720,739,,49,60,5.99,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,720,739,,61,72,7.19,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,700,719,,24,24,6.49,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,700,719,,25,36,6.49,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,700,719,,37,48,6.49,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,700,719,,49,60,6.49,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,700,719,,61,72,7.89,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,680,699,,24,24,7.39,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,680,699,,25,36,7.39,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,680,699,,37,48,7.39,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,680,699,,49,60,7.39,2750,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 11.49 $ 2,750 12.09 $ 2,750",854G2ABS,2026 TUCSON HYBRID BLUE SE AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Dealer Choice,C2602RDH08,202602 H704 MS,3/2/2026,,,,,*,680,699,,61,72,8.39,2750,,,
